condition,model,sentence,target_phrase,avg_sentence_prob,target_phrase_prob,surprisal_after_mask
all_honorific,gemma,교수님께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-3.0105807781219482,-1.0769335180521011,3.9632442228142435
no_honorific,gemma,교수님이 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.8259408473968506,-2.0996709428727627,4.096979307986371
verb_only,gemma,교수님이 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.6658952236175537,-1.9007688224315644,2.8370381913837535
noun_only,gemma,교수님께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.6616153717041016,-2.4149096235632896,4.275177755816663
all_honorific,gemma,교수님께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.436032772064209,-1.8521540105342864,3.9952801191210625
no_honorific,gemma,교수님이 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.5343844890594482,-1.4545502215623856,4.499333751575817
verb_only,gemma,교수님이 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.1543405055999756,-1.0076965739329655,1.2508331733868991
noun_only,gemma,교수님께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.401451826095581,-1.8839163780212402,5.693220803530951
all_honorific,gemma,교수님께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-2.998354434967041,-1.113286832968394,3.8767675623421045
no_honorific,gemma,교수님이 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.048609256744385,-3.5789641946554185,10.287807490252437
verb_only,gemma,교수님이 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.886579751968384,-3.1711513151725135,3.4601320233903126
noun_only,gemma,교수님께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.881502389907837,-3.8884912610054014,10.588876879199852
all_honorific,gemma,교수님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.7171905040740967,-3.3670047720273337,3.819647996406945
no_honorific,gemma,교수님이 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.7858707904815674,-2.10727995634079,6.3481190431962675
verb_only,gemma,교수님이 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.678424835205078,-2.2583137601614,2.286773852538068
noun_only,gemma,교수님께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.588994026184082,-2.2368820011615753,6.7264334078828085
all_honorific,gemma,교수님께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.482370376586914,-2.2950224950909615,3.6730554882563147
no_honorific,gemma,어머니가 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.00467586517334,-1.117613509297371,4.30930427322737
verb_only,gemma,어머니가 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.7012245655059814,-0.8362807383139929,1.7185233960824988
noun_only,gemma,어머니께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.2318313121795654,-1.7585375905036926,7.063351548506672
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.7403743267059326,-0.7752644519011179,3.3434737835529575
no_honorific,gemma,어머니가 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.1150145530700684,-1.6768849968910218,3.8629704261592863
verb_only,gemma,어머니가 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.0472207069396973,-1.7131923387447994,1.3412744639180532
noun_only,gemma,어머니께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.3459579944610596,-2.249930131435394,6.151057194254041
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.0858845710754395,-1.6523811022440593,3.291309725719759
no_honorific,gemma,어머니가 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.1156225204467773,-1.6683567948639393,0.3008556575080558
verb_only,gemma,어머니가 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.172579765319824,-1.8392290820678074,3.174771529772706
noun_only,gemma,어머니께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.249694585800171,-1.8854856143395107,0.4179509912525788
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.221548557281494,-1.80104760825634,3.1756844136834856
no_honorific,gemma,어머니가 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-2.8866193294525146,-1.2643457911908627,6.901620439496493
verb_only,gemma,어머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.1066038608551025,-1.8614471900675977,7.699196862178803
noun_only,gemma,어머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-3.037665605545044,-1.5012219963329179,7.167227693766601
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.059234380722046,-1.5597661871995245,3.52476585530697
no_honorific,gemma,어머니가 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-2.9070048332214355,-0.9528375685214996,0.5965902736126951
verb_only,gemma,어머니가 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-2.948395013809204,-1.093563659489155,0.9101149041095716
noun_only,gemma,어머니께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.071303606033325,-1.3705654561519622,0.8130062761610937
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.0790555477142334,-1.3969221591949463,3.488740649430737
no_honorific,gemma,어머니가 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-2.8540072441101074,-0.9031683869659901,0.04749389582130812
verb_only,gemma,어머니가 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.6957828998565674,-0.7536360410352548,1.6305026753709135
noun_only,gemma,어머니께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.0403287410736084,-1.2835033997893333,0.11396244403182769
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.81398868560791,-0.8972864771882693,3.4947091353462802
no_honorific,gemma,어머니가 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.3664917945861816,-1.7941062524914742,4.105098264968302
verb_only,gemma,어머니가 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.2290210723876953,-1.6411834239959717,2.807979142780719
noun_only,gemma,어머니께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.5293967723846436,-2.1371272280812263,4.141352207770182
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.2531936168670654,-1.4764909863471984,3.2924740482661004
no_honorific,gemma,어머니가 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.041304588317871,-1.4112506955862045,4.4256247391384305
verb_only,gemma,어머니가 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-2.764963150024414,-1.1255780023833115,2.1361449115716873
noun_only,gemma,어머니께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.233426809310913,-1.8854435980319977,6.033520123070777
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-2.7845218181610107,-0.9880561207731565,3.190841588669327
no_honorific,gemma,어머니가 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.5867464542388916,-3.1894850865006448,9.864120662615269
verb_only,gemma,어머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.476536750793457,-2.9250665654738746,4.202480345331652
noun_only,gemma,어머니께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.725717782974243,-3.5170326232910156,10.791878320972277
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.5192906856536865,-2.932531659801801,3.319053966956947
no_honorific,gemma,어머니가 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.245213031768799,-1.7883434295654297,5.854162856138971
verb_only,gemma,어머니가 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.268049955368042,-2.2096538692712784,2.865257104737323
noun_only,gemma,어머니께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.3365390300750732,-1.8735595395167668,6.1160202006896665
all_honorific,gemma,어머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.2770943641662598,-2.090692989528179,3.7422564914492846
no_honorific,gemma,아버지가 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-2.9547576904296875,-1.0098781287670135,3.7985935363230183
verb_only,gemma,아버지가 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.7684450149536133,-1.099232517182827,3.3172044655295685
noun_only,gemma,아버지께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.7208828926086426,-1.4613837897777557,5.7598647686708935
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-3.2036314010620117,-0.7490047986308733,2.7676799960478946
no_honorific,gemma,아버지가 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.076075315475464,-1.6595606863498689,3.289594714725355
verb_only,gemma,아버지가 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.0573017597198486,-1.8393253932396572,1.6131611487364639
noun_only,gemma,아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.8277862071990967,-2.0966703295707703,4.589299252103358
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.629913806915283,-1.8245514258742332,2.689644588045404
no_honorific,gemma,아버지가 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.060736656188965,-1.6570149896045525,0.36451408982034467
verb_only,gemma,아버지가 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.1799089908599854,-2.0145319054524102,4.738394451789345
noun_only,gemma,아버지께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.6584248542785645,-1.7254530017574627,0.3438735919770447
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.6532723903656006,-1.7108540311455727,2.6731349414931778
no_honorific,gemma,아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-2.8680145740509033,-1.2449300182717187,6.7324727506505075
verb_only,gemma,아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.093743085861206,-1.8576215952634811,8.065123660488997
noun_only,gemma,아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-3.4841067790985107,-1.4095289334654808,7.252462983464812
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.5682339668273926,-1.6258568369916506,3.0034207431691673
no_honorific,gemma,아버지가 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-2.8605246543884277,-0.890890485048294,0.613765407032435
verb_only,gemma,아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-2.9715065956115723,-1.26822871863842,1.9410142558159988
noun_only,gemma,아버지께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.510281562805176,-1.1657888114452362,0.7648159634674058
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.5370686054229736,-1.251507729291916,2.9126324776398977
no_honorific,gemma,아버지가 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-2.805922508239746,-0.8241396866738796,0.045340232326962916
verb_only,gemma,아버지가 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.7182884216308594,-0.8915354162454605,2.9728804079942517
noun_only,gemma,아버지께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.523857355117798,-1.1836033880710601,0.10666437099138008
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-3.2748985290527344,-0.8682623853286108,2.963658010324384
no_honorific,gemma,아버지가 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.3151421546936035,-1.7371575441211462,3.9376645552208145
verb_only,gemma,아버지가 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.3363728523254395,-2.124938648939133,5.0914253030072425
noun_only,gemma,아버지께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-4.072598934173584,-1.9888422936201096,4.043515061312649
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.776320219039917,-1.4575014591217041,2.6772217652256307
no_honorific,gemma,아버지가 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-2.9861977100372314,-1.3143730014562607,4.150961910369793
verb_only,gemma,아버지가 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-2.7956247329711914,-1.2999300161997478,3.761215170949797
noun_only,gemma,아버지께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.754366636276245,-1.7276145666837692,5.270793576828703
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.2550876140594482,-0.9885750090082487,2.666231213922243
no_honorific,gemma,아버지가 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.5026652812957764,-3.0405631348490716,9.11643640694826
verb_only,gemma,아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.418065071105957,-2.8637803345918655,4.631403356756988
noun_only,gemma,아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-4.195559024810791,-3.2853775799274443,9.741843061643623
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.9791622161865234,-2.8239491134881973,2.7497112486857485
no_honorific,gemma,아버지가 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.2329113483428955,-1.8614536027113597,5.992499509117583
verb_only,gemma,아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.264263153076172,-2.2826977223157883,3.5311667056067817
noun_only,gemma,아버지께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.836203098297119,-1.8725638041893642,5.868071437079548
all_honorific,gemma,아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.7238070964813232,-2.0965334195643663,3.200827589309025
no_honorific,gemma,할머니가 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.192906379699707,-1.02701023966074,3.818021040529783
verb_only,gemma,할머니가 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.9526143074035645,-1.0280995493133862,2.4696117043580355
noun_only,gemma,할머니께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.4628424644470215,-1.6711175590753555,6.605929292006859
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.9638242721557617,-0.7713038871685663,3.1286017552526797
no_honorific,gemma,할머니가 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.2844247817993164,-1.6492882370948792,3.5111420776362214
verb_only,gemma,할머니가 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.2255823612213135,-1.7452831988533337,1.6048100151758675
noun_only,gemma,할머니께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.552751302719116,-2.2246214747428894,5.683227235654615
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.2937231063842773,-1.6688924431800842,3.0621235813881698
no_honorific,gemma,할머니가 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.2664430141448975,-1.665622318784396,0.3419917578113038
verb_only,gemma,할머니가 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.358294725418091,-1.941176913678646,4.411923225309493
noun_only,gemma,할머니께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.426314353942871,-1.8499595075845718,0.4359108385125429
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.3885719776153564,-1.7367325226465862,2.841409818386035
no_honorific,gemma,할머니가 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-3.0564212799072266,-1.2390568666160107,6.588774366548596
verb_only,gemma,할머니가 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.296388864517212,-1.8903972298971243,8.104120382606837
noun_only,gemma,할머니께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-3.233381986618042,-1.4690637652363097,6.957714300901907
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.2654194831848145,-1.5560225950820106,3.2579217018118567
no_honorific,gemma,할머니가 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.05910062789917,-0.9061563402414322,0.6417891630729381
verb_only,gemma,할머니가 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.1431663036346436,-1.1919797658920288,1.2882787839766074
noun_only,gemma,할머니께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.251523971557617,-1.286143308877945,0.8773969246094309
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.269960880279541,-1.3488302171230315,3.1752145570813286
no_honorific,gemma,할머니가 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.0217323303222656,-0.8866424456238746,0.05747833249377495
verb_only,gemma,할머니가 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.8836748600006104,-0.8283182606101036,2.2740344096580563
noun_only,gemma,할머니께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.2407209873199463,-1.245836366713047,0.12502982858448844
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-3.0028581619262695,-0.8647282992800077,3.2230071598948964
no_honorific,gemma,할머니가 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.5685439109802246,-1.7939625065773726,4.178944863526378
verb_only,gemma,할머니가 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.4976019859313965,-1.9076755940914154,3.821175202346607
noun_only,gemma,할머니께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.7625081539154053,-2.1110415793955326,4.199757172037891
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.491769790649414,-1.5208247900009155,3.4130442054799808
no_honorific,gemma,할머니가 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.2674622535705566,-1.5187011659145355,4.209708776147416
verb_only,gemma,할머니가 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.0255980491638184,-1.3760289028286934,3.330116922956348
noun_only,gemma,할머니께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.4925498962402344,-1.9703818559646606,5.730657986970767
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.0249409675598145,-1.0749441410104434,2.912949269682787
no_honorific,gemma,할머니가 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.742666721343994,-3.1410952121019364,9.69660061757705
verb_only,gemma,할머니가 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.668158531188965,-3.0178335681557655,5.179900057917106
noun_only,gemma,할머니께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.9136667251586914,-3.4442393600940706,10.295539830235228
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.69893741607666,-2.8782896200815835,3.0321721148098084
no_honorific,gemma,할머니가 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.411952257156372,-1.8071487148602803,5.880891711805465
verb_only,gemma,할머니가 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.429818630218506,-2.253015410155058,3.0120769739523943
noun_only,gemma,할머니께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.53255295753479,-1.8779753943284352,6.125589315383673
all_honorific,gemma,할머니께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.4531021118164062,-2.09299274161458,3.4504280742980296
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.0451323986053467,-0.9896679148077965,3.6333464139986007
verb_only,gemma,할아버지가 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.9218108654022217,-1.2843049069245656,4.385971731224898
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.4780826568603516,-1.4520759508013725,5.635455614724453
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-3.0153448581695557,-0.7391977260510126,2.6379809997262162
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.1421830654144287,-1.6280269980430604,3.371554422855233
verb_only,gemma,할아버지가 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.13152813911438,-1.8466460406780243,1.9231674441533144
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.6004016399383545,-2.105341851711273,4.646291894842181
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 파스타를 드셨다.,파스타를 드셨다,-3.424975872039795,-1.8282420684893925,2.6596078180722147
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.1267669200897217,-1.6582331309715908,0.36734264548342255
verb_only,gemma,할아버지가 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.2850465774536133,-2.1594528506199517,6.08897008143136
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 호통을 쳤다.,호통을 쳤다,-3.480546474456787,-1.8253018508354824,0.3400919944542105
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 호통을 치셨다.,호통을 치셨다,-3.4597549438476562,-1.7629262531797092,2.4988960502337
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-2.954637289047241,-1.2541207261383533,6.841703747727701
verb_only,gemma,할아버지가 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.1852869987487793,-1.913119805178472,8.488791226069267
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 핸드폰을 샀다.,핸드폰을 샀다,-3.2757225036621094,-1.375053352543286,6.817035244218543
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 핸드폰을 사셨다.,핸드폰을 사셨다,-3.347367763519287,-1.5695190323250634,2.886247243309827
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-2.9487595558166504,-0.9021009534597397,0.6088549153893373
verb_only,gemma,할아버지가 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.0979785919189453,-1.4392890214920044,2.794575158937773
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 편지를 썼다.,편지를 썼다,-3.3230955600738525,-1.1911009311676026,0.7988667225204078
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 편지를 쓰셨다.,편지를 쓰셨다,-3.3516621589660645,-1.2882268875837326,2.7063095349313593
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-2.8996684551239014,-0.7940662153065204,0.04097626930156026
verb_only,gemma,할아버지가 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-2.861699104309082,-1.024763931830724,4.191676739169752
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 노래를 불렀다.,노래를 불렀다,-3.299661159515381,-1.1504843175411223,0.10131835478280375
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 노래를 부르셨다.,노래를 부르셨다,-3.0778849124908447,-0.8433511356512705,2.7834164086018416
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.3906843662261963,-1.75289467535913,4.226059510730245
verb_only,gemma,할아버지가 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.4432456493377686,-2.2696722507476808,6.049783490466967
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 티비를 봤다.,티비를 봤다,-3.821143627166748,-2.040383581072092,4.030121052463453
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 티비를 보셨다.,티비를 보셨다,-3.5693325996398926,-1.5403777718544007,2.8441649804528573
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.0878772735595703,-1.4150875508785248,4.191031116298413
verb_only,gemma,할아버지가 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-2.9652068614959717,-1.584227462609609,5.557405416213988
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 산책을 했다.,산책을 했다,-3.519378900527954,-1.7443060278892517,5.070659429811464
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 산책을 하셨다.,산책을 하셨다,-3.0874550342559814,-1.0402254934112232,2.5488036956875786
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.5609970092773438,-3.065106248855591,9.566884422990285
verb_only,gemma,할아버지가 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.520909309387207,-3.020811252295971,5.739785450217359
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 정원을 가꿨다.,정원을 가꿨다,-3.952108144760132,-3.3218028038740157,9.62536265186726
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 정원을 가꾸셨다.,정원을 가꾸셨다,-3.753817319869995,-2.831980754931768,2.6366593130543357
no_honorific,gemma,할아버지가 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.2969279289245605,-1.8388500660657883,5.891983904855513
verb_only,gemma,할아버지가 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.335604667663574,-2.304895296692848,3.8060699661213264
noun_only,gemma,할아버지께서 어제 저녁에 혼자서 빨래를 널었다.,빨래를 널었다,-3.609002113342285,-1.8877316117286682,6.0759310447735455
all_honorific,gemma,할아버지께서 어제 저녁에 혼자서 빨래를 널으셨다.,빨래를 널으셨다,-3.513108015060425,-2.078314159065485,2.935136407505296
no_honorific,gemma,사장님이 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.443225145339966,-1.4122833013534546,5.152464009590264
verb_only,gemma,사장님이 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-3.0263118743896484,-0.9080099711815516,1.3478189197313355
noun_only,gemma,사장님께서 어제 저녁에 혼자서 책을 읽었다.,책을 읽었다,-3.3983988761901855,-1.8121003955602646,6.650435650327741
all_honorific,gemma,사장님께서 어제 저녁에 혼자서 책을 읽으셨다.,책을 읽으셨다,-2.9726855754852295,-1.0637260675430298,3.9191416797575886
no_honorific,gemma,사장님이 어제 저녁에 혼자서 파스타를 먹었다.,파스타를 먹었다,-3.4450268745422363,-1.7371421098709106,4.63011211101431
