condition,distance,sentence,subject,verb_phrase,target_phrase,grammatical,mask_char_pos
noun_only,far,팀장님께서 어제 저녁에 혼자서 책을 읽었다.,팀장님께서,책을 읽었다,읽었다,False,21
all_honorific,far,팀장님께서 어제 저녁에 혼자서 책을 읽으셨다.,팀장님께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,팀장님이 어제 저녁에 혼자서 파스타를 먹었다.,팀장님이,파스타를 먹었다,먹었다,True,22
verb_only,far,팀장님이 어제 저녁에 혼자서 파스타를 드셨다.,팀장님이,파스타를 드셨다,드셨다,True,22
noun_only,far,팀장님께서 어제 저녁에 혼자서 파스타를 먹었다.,팀장님께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,팀장님께서 어제 저녁에 혼자서 파스타를 드셨다.,팀장님께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,팀장님이 어제 저녁에 혼자서 호통을 쳤다.,팀장님이,호통을 쳤다,쳤다,True,20
verb_only,far,팀장님이 어제 저녁에 혼자서 호통을 치셨다.,팀장님이,호통을 치셨다,치셨다,True,21
noun_only,far,팀장님께서 어제 저녁에 혼자서 호통을 쳤다.,팀장님께서,호통을 쳤다,쳤다,False,21
all_honorific,far,팀장님께서 어제 저녁에 혼자서 호통을 치셨다.,팀장님께서,호통을 치셨다,치셨다,True,23
no_honorific,far,팀장님이 어제 저녁에 혼자서 핸드폰을 샀다.,팀장님이,핸드폰을 샀다,샀다,True,21
verb_only,far,팀장님이 어제 저녁에 혼자서 핸드폰을 사셨다.,팀장님이,핸드폰을 사셨다,사셨다,True,22
noun_only,far,팀장님께서 어제 저녁에 혼자서 핸드폰을 샀다.,팀장님께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,팀장님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,팀장님께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,팀장님이 어제 저녁에 혼자서 편지를 썼다.,팀장님이,편지를 썼다,썼다,True,20
verb_only,far,팀장님이 어제 저녁에 혼자서 편지를 쓰셨다.,팀장님이,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,팀장님께서 어제 저녁에 혼자서 편지를 썼다.,팀장님께서,편지를 썼다,썼다,False,21
all_honorific,far,팀장님께서 어제 저녁에 혼자서 편지를 쓰셨다.,팀장님께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,팀장님이 어제 저녁에 혼자서 노래를 불렀다.,팀장님이,노래를 불렀다,불렀다,True,21
verb_only,far,팀장님이 어제 저녁에 혼자서 노래를 부르셨다.,팀장님이,노래를 부르셨다,부르셨다,True,22
noun_only,far,팀장님께서 어제 저녁에 혼자서 노래를 불렀다.,팀장님께서,노래를 불렀다,불렀다,False,22
all_honorific,far,팀장님께서 어제 저녁에 혼자서 노래를 부르셨다.,팀장님께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,팀장님이 어제 저녁에 혼자서 티비를 봤다.,팀장님이,티비를 봤다,봤다,True,20
verb_only,far,팀장님이 어제 저녁에 혼자서 티비를 보셨다.,팀장님이,티비를 보셨다,보셨다,True,21
noun_only,far,팀장님께서 어제 저녁에 혼자서 티비를 봤다.,팀장님께서,티비를 봤다,봤다,False,21
all_honorific,far,팀장님께서 어제 저녁에 혼자서 티비를 보셨다.,팀장님께서,티비를 보셨다,보셨다,True,23
no_honorific,far,팀장님이 어제 저녁에 혼자서 산책을 했다.,팀장님이,산책을 했다,했다,True,20
verb_only,far,팀장님이 어제 저녁에 혼자서 산책을 하셨다.,팀장님이,산책을 하셨다,하셨다,True,21
noun_only,far,팀장님께서 어제 저녁에 혼자서 산책을 했다.,팀장님께서,산책을 했다,했다,False,21
all_honorific,far,팀장님께서 어제 저녁에 혼자서 산책을 하셨다.,팀장님께서,산책을 하셨다,하셨다,True,23
no_honorific,far,팀장님이 어제 저녁에 혼자서 정원을 가꿨다.,팀장님이,정원을 가꿨다,가꿨다,True,21
verb_only,far,팀장님이 어제 저녁에 혼자서 정원을 가꾸셨다.,팀장님이,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,팀장님께서 어제 저녁에 혼자서 정원을 가꿨다.,팀장님께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,팀장님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,팀장님께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,팀장님이 어제 저녁에 혼자서 빨래를 널었다.,팀장님이,빨래를 널었다,널었다,True,21
verb_only,far,팀장님이 어제 저녁에 혼자서 빨래를 널으셨다.,팀장님이,빨래를 널으셨다,널으셨다,True,22
noun_only,far,팀장님께서 어제 저녁에 혼자서 빨래를 널었다.,팀장님께서,빨래를 널었다,널었다,False,22
all_honorific,far,팀장님께서 어제 저녁에 혼자서 빨래를 널으셨다.,팀장님께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,이모님이 어제 저녁에 혼자서 책을 읽었다.,이모님이,책을 읽었다,읽었다,True,20
verb_only,far,이모님이 어제 저녁에 혼자서 책을 읽으셨다.,이모님이,책을 읽으셨다,읽으셨다,True,21
noun_only,far,이모님께서 어제 저녁에 혼자서 책을 읽었다.,이모님께서,책을 읽었다,읽었다,False,21
all_honorific,far,이모님께서 어제 저녁에 혼자서 책을 읽으셨다.,이모님께서,책을 읽으셨다,읽으셨다,True,23
no_honorific,far,이모님이 어제 저녁에 혼자서 파스타를 먹었다.,이모님이,파스타를 먹었다,먹었다,True,22
verb_only,far,이모님이 어제 저녁에 혼자서 파스타를 드셨다.,이모님이,파스타를 드셨다,드셨다,True,22
noun_only,far,이모님께서 어제 저녁에 혼자서 파스타를 먹었다.,이모님께서,파스타를 먹었다,먹었다,False,23
all_honorific,far,이모님께서 어제 저녁에 혼자서 파스타를 드셨다.,이모님께서,파스타를 드셨다,드셨다,True,24
no_honorific,far,이모님이 어제 저녁에 혼자서 호통을 쳤다.,이모님이,호통을 쳤다,쳤다,True,20
verb_only,far,이모님이 어제 저녁에 혼자서 호통을 치셨다.,이모님이,호통을 치셨다,치셨다,True,21
noun_only,far,이모님께서 어제 저녁에 혼자서 호통을 쳤다.,이모님께서,호통을 쳤다,쳤다,False,21
all_honorific,far,이모님께서 어제 저녁에 혼자서 호통을 치셨다.,이모님께서,호통을 치셨다,치셨다,True,23
no_honorific,far,이모님이 어제 저녁에 혼자서 핸드폰을 샀다.,이모님이,핸드폰을 샀다,샀다,True,21
verb_only,far,이모님이 어제 저녁에 혼자서 핸드폰을 사셨다.,이모님이,핸드폰을 사셨다,사셨다,True,22
noun_only,far,이모님께서 어제 저녁에 혼자서 핸드폰을 샀다.,이모님께서,핸드폰을 샀다,샀다,False,22
all_honorific,far,이모님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,이모님께서,핸드폰을 사셨다,사셨다,True,24
no_honorific,far,이모님이 어제 저녁에 혼자서 편지를 썼다.,이모님이,편지를 썼다,썼다,True,20
verb_only,far,이모님이 어제 저녁에 혼자서 편지를 쓰셨다.,이모님이,편지를 쓰셨다,쓰셨다,True,21
noun_only,far,이모님께서 어제 저녁에 혼자서 편지를 썼다.,이모님께서,편지를 썼다,썼다,False,21
all_honorific,far,이모님께서 어제 저녁에 혼자서 편지를 쓰셨다.,이모님께서,편지를 쓰셨다,쓰셨다,True,23
no_honorific,far,이모님이 어제 저녁에 혼자서 노래를 불렀다.,이모님이,노래를 불렀다,불렀다,True,21
verb_only,far,이모님이 어제 저녁에 혼자서 노래를 부르셨다.,이모님이,노래를 부르셨다,부르셨다,True,22
noun_only,far,이모님께서 어제 저녁에 혼자서 노래를 불렀다.,이모님께서,노래를 불렀다,불렀다,False,22
all_honorific,far,이모님께서 어제 저녁에 혼자서 노래를 부르셨다.,이모님께서,노래를 부르셨다,부르셨다,True,24
no_honorific,far,이모님이 어제 저녁에 혼자서 티비를 봤다.,이모님이,티비를 봤다,봤다,True,20
verb_only,far,이모님이 어제 저녁에 혼자서 티비를 보셨다.,이모님이,티비를 보셨다,보셨다,True,21
noun_only,far,이모님께서 어제 저녁에 혼자서 티비를 봤다.,이모님께서,티비를 봤다,봤다,False,21
all_honorific,far,이모님께서 어제 저녁에 혼자서 티비를 보셨다.,이모님께서,티비를 보셨다,보셨다,True,23
no_honorific,far,이모님이 어제 저녁에 혼자서 산책을 했다.,이모님이,산책을 했다,했다,True,20
verb_only,far,이모님이 어제 저녁에 혼자서 산책을 하셨다.,이모님이,산책을 하셨다,하셨다,True,21
noun_only,far,이모님께서 어제 저녁에 혼자서 산책을 했다.,이모님께서,산책을 했다,했다,False,21
all_honorific,far,이모님께서 어제 저녁에 혼자서 산책을 하셨다.,이모님께서,산책을 하셨다,하셨다,True,23
no_honorific,far,이모님이 어제 저녁에 혼자서 정원을 가꿨다.,이모님이,정원을 가꿨다,가꿨다,True,21
verb_only,far,이모님이 어제 저녁에 혼자서 정원을 가꾸셨다.,이모님이,정원을 가꾸셨다,가꾸셨다,True,22
noun_only,far,이모님께서 어제 저녁에 혼자서 정원을 가꿨다.,이모님께서,정원을 가꿨다,가꿨다,False,22
all_honorific,far,이모님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,이모님께서,정원을 가꾸셨다,가꾸셨다,True,24
no_honorific,far,이모님이 어제 저녁에 혼자서 빨래를 널었다.,이모님이,빨래를 널었다,널었다,True,21
verb_only,far,이모님이 어제 저녁에 혼자서 빨래를 널으셨다.,이모님이,빨래를 널으셨다,널으셨다,True,22
noun_only,far,이모님께서 어제 저녁에 혼자서 빨래를 널었다.,이모님께서,빨래를 널었다,널었다,False,22
all_honorific,far,이모님께서 어제 저녁에 혼자서 빨래를 널으셨다.,이모님께서,빨래를 널으셨다,널으셨다,True,24
no_honorific,far,손님이 어제 저녁에 혼자서 책을 읽었다.,손님이,책을 읽었다,읽었다,True,19
verb_only,far,손님이 어제 저녁에 혼자서 책을 읽으셨다.,손님이,책을 읽으셨다,읽으셨다,True,20
noun_only,far,손님께서 어제 저녁에 혼자서 책을 읽었다.,손님께서,책을 읽었다,읽었다,False,20
all_honorific,far,손님께서 어제 저녁에 혼자서 책을 읽으셨다.,손님께서,책을 읽으셨다,읽으셨다,True,22
no_honorific,far,손님이 어제 저녁에 혼자서 파스타를 먹었다.,손님이,파스타를 먹었다,먹었다,True,21
verb_only,far,손님이 어제 저녁에 혼자서 파스타를 드셨다.,손님이,파스타를 드셨다,드셨다,True,21
noun_only,far,손님께서 어제 저녁에 혼자서 파스타를 먹었다.,손님께서,파스타를 먹었다,먹었다,False,22
all_honorific,far,손님께서 어제 저녁에 혼자서 파스타를 드셨다.,손님께서,파스타를 드셨다,드셨다,True,23
no_honorific,far,손님이 어제 저녁에 혼자서 호통을 쳤다.,손님이,호통을 쳤다,쳤다,True,19
verb_only,far,손님이 어제 저녁에 혼자서 호통을 치셨다.,손님이,호통을 치셨다,치셨다,True,20
noun_only,far,손님께서 어제 저녁에 혼자서 호통을 쳤다.,손님께서,호통을 쳤다,쳤다,False,20
all_honorific,far,손님께서 어제 저녁에 혼자서 호통을 치셨다.,손님께서,호통을 치셨다,치셨다,True,22
no_honorific,far,손님이 어제 저녁에 혼자서 핸드폰을 샀다.,손님이,핸드폰을 샀다,샀다,True,20
verb_only,far,손님이 어제 저녁에 혼자서 핸드폰을 사셨다.,손님이,핸드폰을 사셨다,사셨다,True,21
noun_only,far,손님께서 어제 저녁에 혼자서 핸드폰을 샀다.,손님께서,핸드폰을 샀다,샀다,False,21
all_honorific,far,손님께서 어제 저녁에 혼자서 핸드폰을 사셨다.,손님께서,핸드폰을 사셨다,사셨다,True,23
no_honorific,far,손님이 어제 저녁에 혼자서 편지를 썼다.,손님이,편지를 썼다,썼다,True,19
verb_only,far,손님이 어제 저녁에 혼자서 편지를 쓰셨다.,손님이,편지를 쓰셨다,쓰셨다,True,20
noun_only,far,손님께서 어제 저녁에 혼자서 편지를 썼다.,손님께서,편지를 썼다,썼다,False,20
all_honorific,far,손님께서 어제 저녁에 혼자서 편지를 쓰셨다.,손님께서,편지를 쓰셨다,쓰셨다,True,22
no_honorific,far,손님이 어제 저녁에 혼자서 노래를 불렀다.,손님이,노래를 불렀다,불렀다,True,20
verb_only,far,손님이 어제 저녁에 혼자서 노래를 부르셨다.,손님이,노래를 부르셨다,부르셨다,True,21
noun_only,far,손님께서 어제 저녁에 혼자서 노래를 불렀다.,손님께서,노래를 불렀다,불렀다,False,21
all_honorific,far,손님께서 어제 저녁에 혼자서 노래를 부르셨다.,손님께서,노래를 부르셨다,부르셨다,True,23
no_honorific,far,손님이 어제 저녁에 혼자서 티비를 봤다.,손님이,티비를 봤다,봤다,True,19
verb_only,far,손님이 어제 저녁에 혼자서 티비를 보셨다.,손님이,티비를 보셨다,보셨다,True,20
noun_only,far,손님께서 어제 저녁에 혼자서 티비를 봤다.,손님께서,티비를 봤다,봤다,False,20
all_honorific,far,손님께서 어제 저녁에 혼자서 티비를 보셨다.,손님께서,티비를 보셨다,보셨다,True,22
no_honorific,far,손님이 어제 저녁에 혼자서 산책을 했다.,손님이,산책을 했다,했다,True,19
verb_only,far,손님이 어제 저녁에 혼자서 산책을 하셨다.,손님이,산책을 하셨다,하셨다,True,20
noun_only,far,손님께서 어제 저녁에 혼자서 산책을 했다.,손님께서,산책을 했다,했다,False,20
all_honorific,far,손님께서 어제 저녁에 혼자서 산책을 하셨다.,손님께서,산책을 하셨다,하셨다,True,22
no_honorific,far,손님이 어제 저녁에 혼자서 정원을 가꿨다.,손님이,정원을 가꿨다,가꿨다,True,20
verb_only,far,손님이 어제 저녁에 혼자서 정원을 가꾸셨다.,손님이,정원을 가꾸셨다,가꾸셨다,True,21
noun_only,far,손님께서 어제 저녁에 혼자서 정원을 가꿨다.,손님께서,정원을 가꿨다,가꿨다,False,21
all_honorific,far,손님께서 어제 저녁에 혼자서 정원을 가꾸셨다.,손님께서,정원을 가꾸셨다,가꾸셨다,True,23
no_honorific,far,손님이 어제 저녁에 혼자서 빨래를 널었다.,손님이,빨래를 널었다,널었다,True,20
verb_only,far,손님이 어제 저녁에 혼자서 빨래를 널으셨다.,손님이,빨래를 널으셨다,널으셨다,True,21
noun_only,far,손님께서 어제 저녁에 혼자서 빨래를 널었다.,손님께서,빨래를 널었다,널었다,False,21
all_honorific,far,손님께서 어제 저녁에 혼자서 빨래를 널으셨다.,손님께서,빨래를 널으셨다,널으셨다,True,23
